# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,8,1
1,5,9
2,9,5
3,7,2
4,6,6
5,3,7
6,4,5
7,6,6
8,0,1
9,2,1
10,2,5
11,1,1
12,3,4
13,7,1
14,8,5
15,7,5
16,3,1
17,0,0
18,1,1
19,8,0
20,2,6
21,8,5
22,3,4
23,9,4
24,4,5
25,2,9
26,7,0
27,9,5
28,1,8
29,0,2
30,4,2
31,4,3
32,9,6
33,4,2
34,3,7
35,3,3
36,3,2
37,5,1
38,4,3
39,0,4
40,1,2
41,7,1
42,0,7
43,8,4
44,2,7
45,2,4
46,9,7
47,4,0
48,3,5
49,4,6
50,7,2
51,5,6
52,5,4
53,2,5
54,7,8
55,5,1
56,8,8
57,7,3
58,1,8
59,6,0
60,1,3
61,0,1
62,7,5
63,1,8
64,9,9
65,8,7
66,7,9
67,9,4
68,2,3
69,6,7
70,2,7
71,4,6
72,8,2
73,0,8
74,7,9
75,9,1
76,9,0
77,1,1
78,6,5
79,1,6
80,4,5
81,5,1
82,7,6
83,5,8
84,5,7
85,2,1
86,9,3
87,5,4
88,0,0
89,2,7
90,8,9
91,4,7
92,5,6
93,8,8
94,6,3
95,8,4
96,3,3
97,3,8
98,8,3
99,0,0
# Edges: fromIndex, toIndex, edgeCost
Edges
0,5,10929
0,6,7870
0,10,9770
0,11,10442
0,12,7520
0,15,4264
0,16,6051
0,23,3419
0,24,8179
0,27,5126
0,29,13253
0,32,5319
0,35,5970
0,36,5558
0,39,11892
0,40,10042
0,43,3884
0,49,11109
0,50,2856
0,53,12007
0,57,2827
0,74,10027
0,81,3631
0,84,6844
0,90,9675
0,94,3560
0,98,3975
1,9,12107
1,11,13079
1,12,7633
1,14,5951
1,15,5033
1,16,10815
1,19,10838
1,23,9003
1,28,6008
1,31,8002
1,33,7943
1,35,7380
1,38,6861
1,39,7495
1,41,8424
1,44,5258
1,46,6913
1,47,8676
1,49,3056
1,53,5423
1,64,4385
1,65,4078
1,66,1959
1,71,3199
1,74,2762
1,78,4445
1,80,3921
1,81,11329
1,86,8709
1,91,2869
1,94,5870
1,95,6261
1,96,6479
1,97,1594
2,3,4002
2,6,6003
2,7,3187
2,12,6025
2,14,1616
2,15,1997
2,16,9756
2,17,15015
2,19,5465
2,20,7604
2,21,1068
2,22,6901
2,24,7158
2,28,13238
2,29,12480
2,30,7281
2,31,5943
2,32,385
2,33,7597
2,35,7108
