# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,2,8
1,3,7
2,3,9
3,4,4
4,3,5
5,1,2
6,1,3
7,0,1
8,9,4
9,0,5
10,9,7
11,0,3
12,9,7
13,5,1
14,9,5
15,3,0
16,1,9
17,1,5
18,3,2
19,3,7
20,2,5
21,1,2
22,4,5
23,8,6
24,7,6
25,1,9
26,0,7
27,8,8
28,0,5
29,1,6
30,3,4
31,1,2
32,2,1
33,8,3
34,0,0
35,0,0
36,2,8
37,9,4
38,3,5
39,4,3
40,1,5
41,5,8
42,1,5
43,0,5
44,7,9
45,0,5
46,1,8
47,3,6
48,7,0
49,5,2
50,9,4
51,4,9
52,9,5
53,6,7
54,2,4
55,8,3
56,9,3
57,4,2
58,2,9
59,3,2
60,9,6
61,7,0
62,1,7
63,0,8
64,6,6
65,4,5
66,4,0
67,7,2
68,5,5
69,8,5
70,7,9
71,5,9
72,1,6
73,4,0
74,7,4
75,4,5
76,6,2
77,4,3
78,6,1
79,9,8
80,4,5
81,9,2
82,2,7
83,2,8
84,0,9
85,1,9
86,0,7
87,0,5
88,3,2
89,2,0
90,4,2
91,4,0
92,3,6
93,2,6
94,8,7
95,4,9
96,3,6
97,9,9
98,6,6
99,8,4
# Edges: fromIndex, toIndex, edgeCost
Edges
0,14,8193
0,25,2440
0,33,7874
0,36,344
0,53,5549
0,61,9134
0,76,7926
1,5,5076
1,8,7556
1,18,4513
1,22,1686
1,24,5541
1,30,2802
1,35,8123
1,38,2305
1,47,585
1,59,6303
1,61,7791
1,66,10159
1,83,2979
2,16,1401
2,18,10420
2,33,8943
2,36,1806
2,42,5071
2,43,5787
2,46,2906
2,61,15302
2,77,6394
3,4,3174
3,7,6361
3,36,6053
3,54,2631
3,75,2355
3,85,6164
3,94,7375
4,30,1306
4,34,6114
4,42,2629
4,45,3020
4,61,6902
4,95,4352
5,6,1099
5,7,1257
5,11,1712
5,14,12334
5,43,4741
5,47,5432
5,48,6135
5,58,6859
5,83,8630
5,94,10601
6,20,4368
6,30,3596
6,60,9782
6,62,5003
6,87,2705
6,97,11996
7,12,12287
7,43,4652
7,45,5249
7,52,10892
7,55,7670
7,68,7859
7,69,8345
7,75,7486
7,79,14106
7,81,8968
7,93,6143
8,11,10684
8,15,8637
8,25,14233
8,45,10710
8,80,7338
8,86,10246
9,31,4657
9,35,5917
9,38,3416
9,59,4690
9,67,8365
9,73,8092
9,89,5787
10,14,3087
10,23,1382
10,26,13570
10,29,8752
10,34,16684
10,35,16334
10,39,7646
10,41,6393
10,57,10452
10,63,10138
10,78,7512
10,79,1158
10,90,8264
10,93,7171
11,13,8154
11,15,3763
11,17,2517
11,20,3139
11,26,4331
11,34,4151
11,45,2674
11,64,6466
11,66,5328
11,73,6558
11,75,4498
11,87,1510
11,88,3008
11,89,4075
11,91,4654
11,92,3938
12,13,8525
12,31,11131
12,33,4437
12,39,6738
12,43,12937
12,64,3279
12,71,5815
12,73,8669
12,75,7739
12,87,12951
12,91,8955
12,95,8282
13,16,9215
13,20,5546
13,35,6122
13,57,2327
13,59,3517
13,63,9785
13,79,7133
14,18,8351
14,22,5533
14,36,10557
14,60,763
14,61,7022
14,69,1449
14,76,4461
14,84,13148
14,92,6424
14,98,4288
14,99,2364
15,17,5220
15,27,11647
15,37,7833
15,41,12812
15,42,5415
15,44,13947
15,47,6678
15,51,10104
15,77,3618
15,97,14996
16,26,3260
16,44,7402
16,83,1437
16,87,5943
16,93,3886
17,18,4798
17,19,2923
17,42,630
17,59,4261
17,99,7360
18,37,6252
18,42,4238
18,59,736
18,60,7899
18,61,4744
18,62,9138
18,64,7143
19,21,5449
19,36,1848
19,38,2569
19,39,4144
19,44,5712
19,69,6712
19,71,4619
19,79,8564
19,94,5876
20,25,5033
20,34,7214
20,49,5864
20,62,2513
20,69,7455
20,78,5836
20,85,4698
21,24,7548
21,27,9049
21,38,3504
21,43,4757
21,54,2549
21,55,9928
21,56,12095
21,65,4557
21,75,5883
21,76,5377
21,81,11775
21,83,6330
21,87,4080
21,99,8696
22,30,1543
22,45,3918
22,54,2835
22,57,3608
22,83,3892
22,90,5299
22,92,1777
23,27,2039
23,31,10457
23,38,7389
23,50,3435
23,53,2873
23,70,3887
23,76,6206
23,79,1294
23,80,6523
23,89,8953
23,99,3362
24,30,5482
24,40,6899
24,45,7641
24,52,2344
24,68,2847
24,77,6144
25,30,6138
25,49,8923
25,54,5253
25,63,1989
25,68,7246
25,80,6188
25,82,2556
25,83,1187
25,87,4522
25,88,8135
26,31,5190
26,39,6332
26,40,2701
26,41,5628
26,52,13941
26,56,15677
26,57,8019
26,70,11273
27,32,11804
27,39,7933
27,40,8968
27,52,2988
27,67,8240
27,92,5815
27,98,2716
28,38,3180
28,45,662
28,51,7492
28,52,11806
28,77,5466
28,78,8114
28,88,5006
29,36,2558
29,40,595
29,47,2504
29,49,6024
29,53,7702
29,55,9457
29,63,2797
30,35,6675
30,36,4383
30,55,5964
30,70,5768
30,78,4939
30,91,4500
30,92,2436
31,38,3862
31,43,4032
31,64,7864
31,68,7144
31,71,11543
31,81,11264
31,87,2578
31,96,5213
32,50,10706
32,62,6968
32,63,7477
32,65,5163
32,66,1835
32,74,5761
32,85,8031
32,92,5206
32,94,8666
32,99,6939
33,37,2336
33,44,6844
33,47,7024
33,56,1412
33,68,4507
33,72,10220
33,93,6928
34,36,11176
34,41,14376
34,46,8207
34,47,9157
34,55,10242
34,57,4496
34,73,4539
34,96,6507
35,39,6906
35,57,6145
35,81,10085
35,85,9994
36,38,3013
36,48,9414
36,86,3019
36,89,7827
36,90,6754
37,42,8603
37,64,3969
37,75,5302
37,84,12073
37,92,6831
37,96,10325
38,41,4734
38,42,2022
38,71,6578
38,89,7311
38,97,8721
39,51,7765
39,69,5296
39,82,5226
39,85,6699
39,95,8919
40,41,5422
40,44,7819
40,48,9686
40,75,4116
40,82,1582
40,95,7072
41,57,7553
41,60,5388
41,75,3911
41,76,8698
41,77,7007
42,56,10126
42,63,4291
42,64,6315
42,67,10187
42,70,9878
42,78,6759
43,47,5374
43,49,8946
43,54,3559
43,58,4037
43,65,4963
43,67,10915
43,78,11480
43,89,6493
43,94,12013
43,97,14981
44,51,3033
44,59,10643
44,73,11145
44,77,7455
44,93,5973
44,96,5773
45,56,9023
45,76,8139
45,82,2443
45,85,4364
45,90,5149
46,80,6108
46,84,1154
46,85,487
46,89,11488
46,98,6346
47,59,4558
47,80,1310
47,89,8703
47,95,3145
48,74,3891
48,75,7516
48,81,3428
48,85,14537
48,93,8663
49,57,2647
49,62,9196
50,53,3807
50,67,4143
50,72,7560
50,92,6380
50,93,9187
50,98,4632
51,71,1450
51,77,8733
52,58,8713
52,81,3181
52,90,6412
53,61,6922
53,64,1039
53,75,2853
53,77,4961
53,81,7966
53,83,6241
53,89,10442
54,55,7980
54,59,1932
54,60,7250
54,61,6770
54,83,6320
54,85,6741
54,95,7077
55,78,3345
55,80,4762
55,82,7250
56,60,3296
56,66,6381
56,71,10284
56,76,3564
56,80,6730
56,88,8276
57,64,6290
57,68,4676
57,81,5967
57,91,2883
58,70,6795
58,90,9900
58,91,10755
58,94,6233
58,95,1930
58,99,8050
59,62,6103
60,66,8050
60,67,5660
60,71,5779
60,72,12053
60,86,9636
60,90,7841
61,87,11883
61,91,3526
61,95,12144
62,88,6561
62,92,2838
63,68,7076
63,80,5876
63,87,4943
63,90,8200
63,93,4608
64,78,4981
64,79,4522
64,83,5052
64,94,3736
65,78,4583
65,86,5545
65,90,3487
65,98,2716
66,70,10413
66,79,11505
66,90,1799
67,71,7757
67,78,1560
67,84,13669
67,86,8824
67,93,9121
67,94,7943
68,69,4378
68,72,4032
68,80,689
68,88,5618
70,82,8232
70,83,5080
70,90,10378
71,91,12118
72,85,2870
72,92,1310
72,98,6351
73,74,5648
73,78,3082
73,79,10647
73,80,5737
73,86,10811
73,87,6280
73,93,6736
74,76,2236
74,78,3158
74,82,6459
74,91,6728
75,79,5609
75,80,339
75,99,6406
76,93,7940
77,89,3284
77,91,3402
77,98,4477
78,89,4103
78,96,6411
79,87,10931
79,88,11939
79,93,7634
80,89,6175
81,85,12388
81,86,15044
81,94,6035
82,89,7364
82,90,8432
82,93,1179
82,99,9784
83,86,2213
84,93,5033
85,96,3936
86,90,6748
86,94,9266
86,96,2546
88,89,1714
89,94,9553
90,92,4464
90,95,10554
93,94,6987
97,99,6833
