# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,3,3
1,1,0
2,7,4
3,8,9
4,5,7
5,2,2
6,4,5
7,4,4
8,3,8
9,0,9
10,8,1
11,5,4
12,7,3
13,7,8
14,3,4
15,9,8
16,0,1
17,6,7
18,0,6
19,7,8
20,8,1
21,7,2
22,9,1
23,9,0
24,5,2
25,2,7
26,2,0
27,2,1
28,8,0
29,4,5
30,1,7
31,7,3
32,6,4
33,5,7
34,3,5
35,8,4
36,9,9
37,8,9
38,9,1
39,9,4
40,9,5
41,5,2
42,9,9
43,1,7
44,8,0
45,9,5
46,6,3
47,6,1
48,4,5
49,9,4
50,9,0
51,1,3
52,9,6
53,5,1
54,3,9
55,7,8
56,5,0
57,6,7
58,2,9
59,0,6
60,3,0
61,5,4
62,3,0
63,5,5
64,7,8
65,3,6
66,6,9
67,2,2
68,3,3
69,5,6
70,7,1
71,4,9
72,7,8
73,2,3
74,7,9
75,5,1
76,3,8
77,9,0
78,6,6
79,2,7
80,7,6
81,9,0
82,5,8
83,6,4
84,9,2
85,5,9
86,1,9
87,8,9
88,3,4
89,4,8
90,3,6
91,5,7
92,3,4
93,2,0
94,1,5
95,4,5
96,0,9
97,9,4
98,4,3
99,0,0
100,9,4
101,5,5
102,8,8
103,7,0
104,0,0
105,9,9
106,5,1
107,4,3
108,3,6
109,0,5
110,2,2
111,8,4
112,1,0
113,7,2
114,4,0
115,4,1
116,1,6
117,4,3
118,7,3
119,2,1
120,5,2
121,9,3
122,5,6
123,1,8
124,6,1
125,5,7
126,2,5
127,7,0
128,2,0
129,6,9
130,1,3
131,4,1
132,7,8
133,3,9
134,6,8
135,8,5
136,0,0
137,0,3
138,1,0
139,3,5
140,0,3
141,6,0
142,3,9
143,7,7
144,9,8
145,7,3
146,0,0
147,1,7
148,9,4
149,2,6
150,8,5
151,3,2
152,5,2
153,9,7
154,6,9
155,8,7
156,8,1
157,5,5
158,4,8
159,4,5
160,3,1
161,6,7
162,2,6
163,2,9
164,0,7
165,5,7
166,5,4
167,2,1
168,2,7
169,3,7
170,8,5
171,4,7
