# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,6,1
1,5,9
2,3,8
3,7,8
4,1,3
5,7,2
6,7,2
7,7,1
8,9,7
9,0,5
10,5,0
11,9,0
12,9,5
13,8,2
14,8,8
15,5,7
16,6,1
17,0,5
18,0,2
19,4,1
20,3,4
21,7,3
22,8,5
23,3,6
24,2,5
25,0,4
26,0,0
27,2,5
28,0,2
29,8,3
30,3,7
31,7,9
32,3,6
33,5,7
34,7,1
35,0,8
36,8,6
37,3,0
38,4,5
39,5,6
40,7,0
41,8,8
42,5,8
43,6,1
44,8,5
45,7,1
46,0,8
47,2,6
48,8,0
49,1,0
50,0,9
51,9,9
52,6,0
53,6,5
54,5,3
55,7,4
56,4,2
57,9,0
58,7,8
59,5,5
60,7,1
61,0,5
62,8,9
63,7,5
64,9,1
65,0,0
66,6,9
67,0,7
68,3,8
69,1,9
70,6,7
71,3,3
72,5,4
73,1,5
74,5,5
75,8,9
76,0,2
77,3,2
78,9,0
79,6,9
80,6,6
81,0,1
82,8,3
83,1,5
84,8,5
85,5,0
86,7,6
87,1,2
88,4,5
89,8,4
90,2,6
91,6,2
92,8,6
93,5,8
94,5,9
95,3,1
96,5,3
97,4,9
98,0,2
99,8,2
# Edges: fromIndex, toIndex, edgeCost
Edges
0,1,8244
0,5,1166
0,6,1401
0,7,1295
0,8,6862
0,10,2680
0,17,9402
0,18,7805
0,20,4913
0,23,6001
0,29,3816
0,30,10728
0,32,6667
0,34,1102
0,38,4910
0,39,5511
0,40,1449
0,48,1907
0,50,11945
0,52,1572
0,53,4500
0,54,2291
0,62,9992
0,64,4039
0,65,8440
0,68,8184
0,73,8358
0,74,6754
0,77,3476
0,86,5490
0,89,4369
0,90,7718
0,93,7509
0,96,2321
0,98,7181
0,99,2051
1,5,8573
1,6,8307
1,7,8669
1,11,11215
1,12,6312
1,14,4623
1,15,2935
1,16,8451
1,22,6450
1,23,4491
1,24,4754
1,29,7930
1,31,1909
1,34,9734
1,36,6042
1,39,3217
1,40,12454
1,41,3717
1,42,1514
1,43,8647
1,44,6485
1,47,7235
1,48,10164
1,49,9852
1,50,8068
1,51,3705
1,52,10570
1,56,7895
1,58,1872
1,59,3855
1,60,12434
1,61,7396
1,65,14120
1,67,6372
1,72,7004
1,77,9752
1,78,12196
1,81,13574
1,83,7839
1,84,4707
1,86,4341
1,94,679
1,95,10457
1,96,6686
1,97,1772
2,3,5690
2,5,7571
2,6,9842
2,7,11765
2,14,5879
2,21,10423
2,22,5928
2,23,2719
2,24,4034
2,27,4173
2,29,8214
2,35,4511
2,36,7432
2,38,4156
2,39,4246
2,42,1759
2,46,3194
2,48,10593
2,50,4317
2,52,12633
2,58,3832
2,60,11308
2,62,4733
2,68,200
2,69,2812
2,70,5095
2,71,7478
2,73,4998
2,74,4011
2,79,3542
2,82,7748
2,84,7326
2,86,6197
2,88,3676
2,90,4323
2,93,1830
2,94,2896
2,95,7479
2,96,6030
2,97,973
3,6,7873
3,8,1613
3,10,8507
3,12,3552
3,13,8904
3,15,2424
3,17,9620
3,19,7824
3,23,5195
3,24,8049
3,26,14628
3,27,9049
3,32,7174
3,33,3143
3,36,1976
3,41,1172
3,42,3168
3,43,8938
3,44,4138
3,46,10113
3,50,8165
3,52,9483
3,53,3417
3,54,6114
3,55,3914
3,56,10674
3,57,11214
3,60,8322
3,61,8594
3,64,9129
3,65,13872
3,70,2423
3,72,4567
3,76,11737
3,79,1502
3,84,3544
3,86,2264
3,90,8530
3,92,2050
3,98,11991
4,7,9567
4,9,3070
4,12,11848
4,15,6469
4,17,3334
4,24,3088
4,25,2175
4,29,7509
4,30,4967
4,31,9039
4,37,3126
4,42,8841
4,44,10156
4,50,8752
4,51,11843
4,54,6377
4,59,6443
4,60,6494
4,62,10668
4,64,12623
4,68,7843
4,72,4431
4,73,2104
4,77,2683
4,78,10142
4,85,6557
4,93,6711
4,94,9388
4,98,1268
5,7,1770
5,8,7001
5,11,3251
5,13,1879
5,14,9668
5,15,5617
5,16,1688
5,17,7909
5,20,3977
5,21,998
5,22,3937
5,28,8140
5,29,2562
5,31,8904
5,35,13437
5,36,5151
5,37,4861
5,43,2002
5,47,6713
5,51,11024
5,52,2228
5,56,4051
5,60,1268
5,62,10150
5,63,4384
5,66,9443
5,67,11738
5,70,5527
5,73,6174
5,75,7639
5,76,8131
5,77,4170
5,79,9962
5,80,4568
5,82,2088
5,84,4361
5,85,2797
5,86,4603
5,87,5638
5,91,937
5,92,4206
5,95,3765
5,97,10893
6,9,11420
6,10,4486
6,13,1595
6,16,2010
6,20,6081
6,23,7348
6,24,5605
6,25,7456
6,26,10872
6,28,9495
6,29,1689
6,30,7774
6,32,5960
6,40,2439
6,42,7689
6,46,9285
6,47,6819
6,51,6952
6,55,2275
6,56,3643
6,58,8274
6,60,1565
6,63,3908
6,66,6738
6,67,8855
6,68,7584
6,70,4871
6,71,4235
6,75,7313
6,76,8903
6,77,4517
6,79,7870
6,83,8887
6,84,4151
6,85,2666
6,86,5680
6,87,8596
6,90,6189
6,91,1309
6,92,3858
6,96,2377
7,9,10634
7,10,2831
7,14,7503
7,17,13408
7,19,4099
7,20,5112
7,22,5644
7,24,6720
7,25,11789
7,31,11709
7,36,5928
7,38,6479
7,40,857
7,42,9227
7,48,895
7,50,12235
7,52,2297
7,54,3860
7,56,3946
7,57,2462
7,60,404
7,65,7833
7,67,9535
7,68,9998
7,70,6112
7,71,6373
7,72,3918
7,77,3939
7,79,8899
7,80,6348
7,83,7712
7,85,2659
7,87,6378
7,92,5285
7,93,10210
8,12,2178
8,16,8598
8,18,10930
8,21,5226
8,23,6985
8,27,10093
8,29,4689
8,32,6371
8,33,5487
8,35,10712
8,36,1349
8,38,7541
8,39,4556
8,40,7285
8,42,4811
8,43,10422
8,49,13695
8,50,9242
8,51,1699
8,52,10225
8,54,7560
8,55,3898
8,57,10468
8,61,9632
8,63,3150
8,65,15734
8,66,3573
8,67,10426
8,69,8757
8,71,9426
8,73,9418
8,74,5738
8,76,12252
8,80,3377
8,84,3322
8,88,7494
8,89,4100
8,92,2353
8,94,3743
8,96,5503
8,97,6055
8,98,11451
9,10,10648
9,11,12209
9,19,6894
9,21,8318
9,23,4468
9,24,2953
9,25,1642
9,26,6063
9,29,11731
9,31,9772
9,32,2784
9,35,2156
9,36,8777
9,42,6388
9,43,7971
9,44,8936
9,49,7695
9,50,4114
9,55,9456
9,57,10610
9,60,8739
9,61,904
9,62,10319
9,63,8193
9,66,8433
9,70,6313
9,71,3867
9,75,10716
9,76,3165
9,77,5374
9,79,10313
9,80,6884
9,82,9051
9,85,7250
9,92,8619
9,94,6979
9,95,6014
10,14,9313
10,15,10485
10,17,7761
10,19,2109
10,20,5090
10,22,7075
10,24,6072
10,27,7063
10,29,6105
10,32,7107
10,35,9237
10,38,6958
10,41,11659
10,42,9235
10,43,1563
10,47,7134
10,48,3802
10,49,4670
10,53,6627
10,55,6064
10,57,5983
10,58,8670
10,61,9746
10,64,5039
10,68,10726
10,69,12589
10,74,7293
10,77,2159
10,79,10755
10,83,7236
10,84,7475
10,86,6591
10,87,4545
10,91,2167
10,95,1965
11,15,8118
11,18,13185
11,20,8447
11,21,4440
11,25,11844
11,28,11389
11,33,10518
11,34,2936
11,35,13739
11,38,7049
11,44,5169
11,45,2351
11,47,11321
11,48,1132
11,49,11262
11,50,16943
11,52,3286
11,58,9032
11,59,7347
11,60,2558
11,61,14022
11,67,16112
11,69,14571
11,70,10091
11,78,312
11,80,6742
11,82,3822
11,85,4512
11,90,8880
11,96,4755
