# Every line that begins with # is a comment
# File name format: graph_n_m.txt, where n: number of vertices and m: number of edges
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Each "square" is 100x100.
# Vertices: Index, SquareX, SquareY
Vertices
0,8,0
1,1,7
2,7,4
3,4,0
4,5,2
5,5,8
6,4,1
7,9,6
8,7,4
9,3,9
10,2,1
11,5,0
12,3,8
13,9,9
14,3,2
15,2,9
16,4,5
17,7,2
18,4,2
19,0,4
20,3,7
21,5,1
22,2,5
23,8,4
24,7,3
25,1,8
26,5,8
27,6,7
28,3,4
29,4,9
30,0,7
31,7,7
32,6,8
33,2,1
34,3,2
35,0,6
36,2,0
37,5,9
38,3,5
39,2,0
40,2,9
41,9,9
42,4,3
43,3,8
44,1,5
45,2,0
46,9,1
47,6,3
48,0,5
49,7,5
50,7,8
51,7,8
52,7,4
53,8,7
54,3,5
55,9,6
56,6,7
57,4,5
58,6,0
59,3,9
60,3,2
61,7,5
62,5,2
63,8,8
64,3,2
65,1,7
66,7,7
67,2,0
68,6,8
69,4,8
70,4,7
71,3,6
72,8,8
73,1,8
74,6,5
75,3,3
76,2,6
77,8,5
78,9,1
79,0,4
80,2,5
81,4,7
82,8,3
83,5,3
84,0,9
85,7,6
86,1,4
87,6,0
88,5,4
89,3,5
90,4,8
91,3,1
92,2,7
93,8,2
94,3,4
95,6,6
96,4,2
97,9,2
98,3,8
99,3,7
# Edges: fromIndex, toIndex, edgeCost
Edges
0,2,447
0,7,935
0,12,1093
0,17,260
0,20,950
0,26,947
0,27,805
0,29,1301
0,31,714
0,34,612
0,37,1245
0,39,947
0,45,640
0,48,1039
0,50,1306
0,53,708
0,55,616
0,58,234
0,59,1071
0,61,544
0,63,1158
0,73,1209
0,74,647
0,76,1130
0,77,489
0,79,1603
0,80,934
0,82,340
0,87,271
0,90,869
0,91,529
0,94,1135
0,95,679
0,98,1415
1,2,689
1,3,752
1,7,975
1,9,389
1,10,744
1,12,216
1,13,1081
1,14,546
1,15,290
1,17,1008
1,18,968
1,20,318
1,24,772
1,27,498
1,28,532
1,31,879
1,34,562
1,35,134
1,37,687
1,39,1166
1,40,370
1,44,253
1,47,774
1,51,685
1,55,951
1,56,488
1,58,953
1,60,866
1,63,738
1,64,528
1,67,721
1,69,329
1,72,738
1,75,537
1,76,92
1,77,1170
1,79,356
1,80,249
1,85,560
1,87,855
1,89,191
1,91,703
1,95,554
1,96,981
1,97,952
1,98,219
1,99,199
2,3,759
2,9,689
2,10,596
2,11,618
2,17,345
2,18,700
2,20,570
2,21,408
2,24,137
2,25,759
2,26,468
2,27,309
2,30,1290
2,34,904
2,36,737
2,37,629
2,38,740
2,40,741
2,42,334
2,46,677
2,54,631
2,55,246
2,57,335
2,59,815
2,60,563
2,61,135
2,71,484
2,72,473
2,74,373
2,75,585
2,78,429
2,81,498
2,83,310
2,88,278
2,90,474
2,91,579
2,92,644
2,93,282
3,6,134
3,10,449
3,11,92
3,12,1015
3,16,525
3,17,387
3,18,386
3,23,733
3,24,626
3,26,1053
3,28,487
3,29,894
3,32,852
3,35,858
3,42,496
3,43,816
3,49,713
3,50,854
3,54,575
3,55,880
3,59,1016
3,60,242
3,64,268
3,68,1352
3,73,962
3,76,711
3,77,902
3,78,492
3,80,593
3,81,679
3,83,598
3,88,478
3,90,1198
3,92,985
3,93,500
3,99,713
4,9,818
4,13,912
4,17,294
4,18,120
4,22,621
4,23,348
4,27,847
4,28,254
4,32,713
4,33,535
4,37,752
4,39,546
4,41,1162
4,42,88
4,47,240
4,50,878
4,52,524
4,53,824
4,56,495
4,58,277
4,59,1258
4,60,209
4,62,102
4,63,1012
4,66,729
4,67,406
4,70,464
4,73,1392
4,74,394
4,80,488
4,82,377
4,84,853
4,86,418
4,88,331
4,90,571
4,91,202
4,94,312
4,95,370
4,96,101
5,7,673
5,11,808
5,14,580
5,15,339
5,16,501
5,19,776
5,20,228
5,22,371
5,28,468
5,29,205
5,30,514
5,32,141
5,33,814
5,37,168
5,38,433
5,39,1143
5,44,519
5,45,786
5,46,799
5,47,766
5,48,799
5,50,285
5,52,573
5,53,570
5,57,367
5,59,264
5,62,605
5,64,643
5,65,387
5,67,1402
5,68,153
5,70,263
5,74,282
5,80,522
5,82,548
5,84,515
5,87,810
5,88,334
5,89,551
5,91,960
5,92,330
5,94,420
5,96,1005
6,7,657
6,11,132
6,16,456
6,20,649
6,22,463
6,23,444
6,24,646
6,29,774
6,35,668
6,36,226
6,38,574
6,39,340
6,40,829
6,43,782
6,49,500
6,50,731
6,51,1024
6,52,534
6,54,500
6,55,1340
6,56,769
6,60,174
6,62,129
6,63,863
6,66,793
6,71,646
6,72,832
6,75,257
6,76,585
6,77,624
6,80,422
6,81,739
6,85,581
6,92,783
6,93,426
6,95,606
6,96,109
6,99,962
7,10,971
7,13,472
7,14,703
7,16,647
7,18,1089
7,20,561
7,21,600
7,22,959
7,23,223
7,25,1064
7,31,246
7,32,317
7,33,1280
7,36,850
7,38,560
7,43,645
7,45,1140
7,46,889
7,50,245
7,51,265
7,53,127
7,56,403
7,58,677
7,62,790
7,63,367
7,64,683
7,65,737
