# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,6,3
1,2,7
2,8,7
3,2,0
4,4,7
5,9,0
6,7,3
7,7,9
8,7,2
9,3,8
10,4,4
11,8,4
12,2,1
13,3,5
14,0,8
15,2,6
16,8,5
17,1,7
18,3,5
19,8,1
20,4,4
21,4,7
22,0,4
23,3,7
24,6,2
25,2,4
26,6,3
27,9,0
28,1,8
29,7,1
30,1,4
31,4,1
32,9,7
33,4,8
34,6,4
35,6,8
36,3,5
37,1,8
38,3,2
39,4,9
40,0,7
41,1,5
42,3,0
43,9,1
44,9,0
45,8,1
46,6,8
47,5,2
48,1,6
49,3,2
50,9,0
51,5,2
52,2,1
53,4,6
54,5,3
55,9,1
56,2,4
57,0,5
58,4,1
59,0,4
60,3,5
61,5,9
62,4,9
63,4,1
64,8,6
65,0,9
66,0,7
67,0,0
68,5,8
69,7,8
70,1,4
71,0,3
72,6,2
73,3,4
74,0,8
75,8,3
76,1,7
77,5,1
78,7,9
79,8,9
80,1,7
81,7,4
82,1,0
83,5,5
84,8,4
85,5,7
86,9,6
87,1,4
88,4,6
89,4,9
90,5,2
91,3,0
92,4,5
93,3,0
94,3,3
95,4,9
96,5,1
97,1,2
98,9,6
99,7,6
100,5,1
101,9,0
102,8,0
103,4,5
104,4,7
105,0,3
106,8,9
107,1,1
108,1,4
109,6,1
110,5,8
111,6,3
112,5,0
113,3,5
114,4,7
115,9,1
116,8,5
117,7,0
118,6,0
119,8,3
120,1,0
121,4,7
122,0,3
123,6,1
124,1,5
125,1,0
126,7,5
127,7,2
128,5,1
129,8,2
130,9,4
131,2,3
132,2,5
133,9,7
134,0,4
135,3,6
136,4,6
137,8,1
138,3,8
139,3,2
140,5,5
141,6,8
142,0,5
143,7,4
144,4,1
145,6,7
146,3,7
147,3,3
148,7,6
149,1,6
150,1,4
151,2,5
152,1,2
153,2,0
154,5,4
155,9,0
156,8,9
157,6,2
158,4,5
159,8,5
160,8,9
161,6,8
162,7,0
163,7,0
164,3,5
165,6,9
166,8,3
167,9,6
168,6,2
169,9,9
170,3,4
171,6,0
172,9,3
173,3,6
174,5,1
175,6,2
176,7,1
177,6,5
178,2,7
179,5,7
180,0,2
181,5,5
182,9,8
183,2,9
184,4,3
185,4,6
186,0,5
187,2,0
188,4,0
189,2,1
190,0,5
191,9,5
192,5,2
193,4,1
194,0,4
195,5,5
196,0,2
197,4,7
198,1,5
199,7,5
# Edges: fromIndex, toIndex, edgeCost
Edges
0,7,6812
0,8,1709
0,10,2478
0,12,4720
0,19,3367
0,23,4667
0,24,1193
0,26,1118
0,31,3011
0,32,6213
0,34,1385
0,36,4348
0,38,3294
0,39,6213
0,41,6593
0,42,6373
0,43,5142
0,44,7473
0,45,3565
0,47,1485
0,49,3155
0,56,3806
0,62,8518
0,64,5475
0,65,10303
0,67,6961
0,73,3255
0,78,5988
0,82,7188
0,91,4323
0,94,2495
0,97,4477
0,98,4583
0,100,3001
0,102,6590
0,104,4549
0,106,7063
0,116,3355
0,117,5513
0,119,2003
0,120,5880
0,122,6088
0,126,2533
0,131,4754
0,132,3671
0,136,4155
0,137,3170
0,140,2445
0,141,4517
0,145,5235
0,146,4926
0,147,3016
0,148,4644
0,149,6697
0,152,6630
0,154,1918
0,155,4806
0,158,3636
0,159,3211
0,160,8159
0,162,3603
0,163,5552
0,168,1379
0,169,9418
0,170,2451
0,174,3262
0,180,5873
0,184,2215
0,186,5832
0,189,4219
0,190,7202
0,192,1757
0,193,2727
0,194,8398
0,196,7317
0,197,4918
0,198,5106
0,199,2222
1,2,8200
1,7,6959
1,12,6000
1,15,1675
1,18,2555
1,19,11325
1,23,1485
1,25,3657
1,26,6543
1,28,2083
1,31,7614
1,32,7539
1,33,2873
1,34,5903
1,36,2416
1,37,1591
1,38,4858
1,42,11100
1,47,9160
1,48,1380
1,50,12855
1,51,5969
