# Every line that begins with # is a comment
# File name format: graph_n_m.txt, where n: number of vertices and m: number of edges
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Each "square" is 100x100.
# Vertices: Index, SquareX, SquareY
Vertices
0,6,0
1,9,6
2,8,2
3,4,4
4,4,0
5,6,1
6,2,2
7,9,7
8,5,2
9,3,8
10,7,7
11,6,3
12,4,6
13,8,0
14,0,3
15,7,9
16,5,6
17,9,1
18,5,6
19,8,9
20,0,3
21,4,9
22,3,5
23,4,8
24,3,2
25,8,6
26,8,3
27,3,1
28,2,0
29,8,8
30,6,5
31,4,3
32,7,4
33,5,3
34,4,0
35,2,5
36,8,0
37,3,3
38,5,3
39,7,3
40,8,1
41,1,4
42,0,4
43,6,5
44,3,5
45,9,1
46,6,2
47,1,3
48,6,8
49,4,4
50,9,0
51,7,5
52,9,1
53,8,9
54,5,0
55,8,5
56,3,4
57,1,2
58,5,7
59,3,8
60,0,0
61,5,2
62,7,0
63,7,1
64,0,1
65,0,3
66,1,5
67,1,5
68,5,3
69,5,8
70,5,1
71,0,4
72,0,5
73,5,1
74,9,1
75,4,4
76,1,7
77,1,0
78,8,1
79,8,6
80,0,7
81,5,9
82,2,9
83,3,2
84,1,3
85,2,1
86,3,5
87,6,7
88,7,4
89,0,4
90,9,6
91,8,9
92,5,2
93,7,1
94,5,7
95,4,0
96,8,9
97,1,1
98,9,9
99,8,3
# Edges: fromIndex, toIndex, edgeCost
Edges
0,3,439
0,6,437
0,9,909
0,10,1168
0,27,296
0,40,278
0,46,355
0,48,774
0,56,522
0,64,729
0,68,503
0,72,728
0,74,319
0,78,212
0,83,580
0,91,1090
0,93,149
0,94,1466
1,6,1098
1,7,115
1,8,572
1,12,607
1,18,513
1,20,1168
1,27,1232
1,28,1165
1,30,508
1,32,410
1,33,579
1,43,387
1,46,545
1,53,317
1,59,623
1,62,1105
1,65,1913
1,68,564
1,74,584
1,83,831
1,85,1124
1,92,588
1,99,596
2,6,752
2,21,900
2,26,51
2,36,394
2,38,350
2,40,284
2,59,776
2,69,713
2,77,785
2,79,461
2,80,1108
2,84,1173
2,87,605
2,88,200
2,96,907
2,97,825
3,4,569
3,6,261
3,8,304
3,13,996
3,15,1118
3,17,989
3,20,337
3,23,410
3,29,724
3,31,132
3,44,291
3,45,609
3,51,394
3,53,667
3,57,366
3,60,535
3,63,419
3,64,475
3,66,420
3,76,689
3,86,106
3,88,503
3,89,346
3,90,1037
4,11,672
4,12,928
4,15,1444
4,17,583
4,28,240
4,35,585
4,39,595
4,45,923
4,70,265
4,75,893
4,77,376
4,80,1202
4,86,529
4,93,545
4,94,956
4,96,1870
4,98,1410
4,99,526
5,8,164
5,10,668
5,15,1329
5,21,808
5,23,1009
5,24,336
5,25,454
5,32,239
5,35,816
5,36,236
5,37,437
5,38,253
5,39,340
5,47,947
5,48,896
5,49,656
5,52,529
5,59,804
5,62,142
5,92,284
5,95,405
6,7,844
6,11,381
6,17,720
6,19,912
6,32,486
6,35,307
6,42,319
6,43,684
6,47,107
6,63,477
6,68,317
6,82,1472
6,83,65
6,87,1129
6,88,579
6,93,483
6,98,1795
6,99,561
7,16,774
7,17,1190
7,20,1405
7,27,900
7,28,1056
7,31,732
7,34,908
7,44,689
7,47,1050
7,56,631
7,66,974
7,67,919
7,71,987
7,73,1451
7,74,594
7,85,1041
7,87,446
7,93,628
7,96,428
7,98,328
8,11,83
8,13,371
8,18,504
8,19,696
8,21,657
8,23,819
8,27,265
8,36,386
8,44,428
8,62,390
8,64,533
8,70,305
8,71,524
8,75,213
8,76,871
8,77,528
8,80,765
8,94,695
8,99,278
9,19,681
9,33,739
9,34,1013
9,53,492
9,58,279
9,60,874
9,61,1261
9,66,454
9,67,667
9,68,834
9,83,703
9,84,535
9,92,697
9,95,1336
9,96,575
10,12,299
10,13,901
10,21,328
10,26,465
10,27,828
10,30,290
10,34,1198
10,35,553
10,46,562
10,54,1039
10,55,322
10,70,925
10,71,727
10,73,871
10,75,435
10,78,665
10,80,780
10,89,761
10,92,590
10,96,223
10,99,425
11,13,389
11,17,377
11,18,524
11,22,625
11,23,669
11,28,472
11,31,186
11,40,219
11,41,644
11,43,331
11,44,402
11,46,97
11,55,466
11,61,173
11,71,577
11,77,805
11,82,984
11,91,791
12,26,540
12,28,670
12,32,370
12,42,740
12,53,439
12,56,261
12,64,771
12,69,174
12,74,735
12,84,763
12,85,658
12,90,909
12,91,476
13,17,166
13,18,1082
13,23,1305
13,27,503
13,32,451
13,35,764
13,41,825
13,44,932
13,46,255
13,47,707
13,56,931
13,62,84
13,78,122
13,87,763
14,16,671
14,23,770
14,25,905
14,26,929
14,28,365
14,47,318
14,55,1090
14,56,409
14,58,876
14,69,833
14,77,494
14,79,1496
14,87,1151
14,88,853
14,89,228
14,92,825
15,21,219
15,24,917
