# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,1,8
1,8,9
2,5,2
3,1,3
4,5,3
5,3,0
6,0,2
7,3,5
8,4,8
9,2,7
10,1,4
11,6,9
12,8,1
13,6,3
14,8,3
15,8,9
16,5,6
17,4,6
18,0,5
19,1,6
20,0,2
21,7,0
22,8,6
23,0,7
24,4,6
25,7,1
26,1,8
27,6,4
28,2,6
29,2,7
30,1,6
31,1,7
32,9,9
33,2,9
34,4,2
35,3,1
36,6,7
37,1,9
38,7,5
39,8,0
40,2,5
41,6,1
42,5,4
43,4,9
44,7,8
45,4,3
46,0,1
47,7,7
48,7,5
49,6,8
50,2,2
51,4,4
52,1,9
53,4,5
54,8,1
55,9,3
56,7,1
57,2,2
58,8,0
59,8,4
60,1,6
61,9,9
62,7,6
63,5,2
64,6,1
65,4,8
66,8,0
67,2,2
68,5,8
69,1,3
70,9,6
71,4,4
72,6,0
73,3,4
74,8,6
75,5,7
76,4,8
77,9,3
78,7,3
79,8,0
80,3,7
81,2,1
82,0,6
83,5,3
84,4,8
85,7,7
86,8,4
87,9,7
88,3,7
89,1,3
90,9,4
91,0,2
92,9,1
93,0,8
94,3,9
95,5,9
96,0,9
97,1,1
98,9,3
99,7,2
100,7,6
101,3,1
102,5,0
103,2,5
104,8,5
105,4,4
106,4,7
107,8,7
108,1,5
109,1,8
110,5,4
111,3,1
112,2,8
113,9,9
114,9,2
115,5,8
116,3,4
117,3,5
118,0,1
119,2,5
120,5,7
121,7,6
122,4,2
123,4,2
124,6,9
125,6,0
126,5,6
127,4,6
128,1,0
129,5,6
130,2,8
131,3,2
132,2,7
133,6,2
134,6,0
135,9,5
136,3,9
137,5,9
138,7,3
139,4,6
140,8,8
141,6,6
142,2,5
143,7,2
144,2,6
145,6,5
146,5,0
147,2,5
148,2,4
149,1,7
150,5,4
151,1,2
152,9,8
153,4,7
154,7,6
155,1,7
156,4,9
157,1,4
158,3,8
159,7,8
160,3,2
161,1,7
162,6,3
163,5,0
164,0,4
165,2,8
166,0,1
167,5,0
168,2,5
169,7,5
170,0,8
171,9,4
172,4,9
173,0,0
174,5,6
175,3,4
176,4,1
177,7,2
178,4,7
179,6,0
180,9,5
181,6,4
182,4,6
183,2,6
184,0,2
185,0,1
186,1,7
187,0,5
188,4,3
189,7,2
190,8,5
191,2,1
192,0,6
193,8,1
194,4,4
195,9,3
196,9,9
197,2,0
198,2,8
199,3,0
200,5,3
201,1,7
202,6,1
203,2,0
204,2,5
205,5,4
206,7,1
207,0,3
208,7,2
209,5,7
210,5,1
211,6,1
212,2,9
213,7,6
214,0,5
215,3,1
216,0,5
217,0,0
218,2,8
219,0,3
220,7,3
221,3,2
222,1,2
223,0,5
224,0,0
225,2,0
226,3,5
227,1,4
228,6,7
229,4,5
230,0,2
231,7,4
232,1,4
233,0,4
234,5,9
235,6,7
236,7,0
237,4,9
238,3,4
239,9,7
240,9,8
241,0,5
242,7,0
243,5,5
244,6,2
245,3,2
246,9,4
247,8,3
248,2,7
249,1,5
250,3,4
251,7,2
252,5,5
253,0,1
254,4,0
255,8,3
256,8,0
257,9,0
258,8,7
259,3,9
260,5,5
261,7,1
262,4,7
263,9,6
264,3,9
265,7,8
266,8,7
267,4,5
268,9,7
269,2,1
270,3,3
271,4,8
272,8,3
273,1,9
274,2,4
275,6,4
276,0,9
277,5,0
278,9,0
279,7,8
280,5,9
281,8,7
282,1,8
283,4,5
284,3,0
285,9,1
286,7,9
287,9,4
288,0,7
289,1,1
290,7,5
291,8,1
292,4,5
293,6,8
294,3,9
295,6,9
296,2,6
297,9,4
298,1,0
299,1,7
300,0,4
301,4,6
302,3,0
303,0,1
304,0,0
305,5,2
306,4,9
307,5,7
308,4,5
309,3,5
310,8,8
311,9,9
312,8,9
313,9,5
314,6,3
315,5,9
316,1,6
317,3,2
318,5,3
319,1,0
320,7,8
321,2,7
322,3,9
323,7,4
324,7,8
325,8,2
326,5,4
327,9,4
328,2,0
329,3,5
330,0,4
331,5,5
332,8,4
333,0,2
334,6,5
335,0,3
336,6,7
337,6,6
338,3,0
339,7,8
340,6,2
341,6,5
342,8,4
343,1,8
344,4,0
345,0,3
346,0,6
347,1,4
348,9,1
349,2,9
350,6,6
351,2,3
352,1,6
353,7,0
354,5,9
355,4,9
356,2,0
357,5,8
358,8,6
359,4,9
360,3,6
361,0,5
362,8,4
363,2,9
364,9,1
365,3,0
366,3,2
367,5,8
368,8,9
369,8,7
370,5,4
371,8,6
372,5,7
373,2,7
374,4,4
375,1,8
376,2,4
377,4,1
378,4,4
379,6,3
380,1,2
381,0,4
382,7,1
383,7,9
384,4,1
385,9,0
386,0,1
387,9,4
388,7,9
389,5,4
390,5,2
391,9,1
392,5,7
393,2,0
394,6,0
395,9,9
396,3,2
397,8,8
398,0,3
399,7,8
400,0,8
401,2,0
402,7,5
403,3,5
404,2,0
405,1,5
406,1,5
407,6,9
408,5,8
409,2,7
410,9,4
411,1,1
412,4,3
413,6,2
414,1,5
415,1,5
416,2,7
417,4,8
418,6,9
419,2,0
420,8,5
421,6,1
422,4,4
423,8,6
424,9,3
425,1,1
426,0,8
427,5,3
428,2,4
429,0,2
430,1,0
431,2,3
432,7,5
433,3,4
434,4,7
435,4,6
436,6,5
437,0,0
438,4,0
439,2,2
440,0,2
441,2,2
442,1,9
443,6,4
444,9,5
445,1,1
446,3,3
447,2,6
448,7,1
449,7,3
450,5,0
451,4,4
452,3,4
453,7,2
454,4,6
455,2,6
456,1,1
457,4,3
458,3,7
459,8,2
460,6,2
461,7,3
462,1,8
463,1,8
464,5,7
465,9,7
466,2,6
467,8,9
468,3,6
469,4,0
470,0,7
471,7,6
472,7,5
473,6,6
474,5,4
475,3,3
476,8,0
477,4,0
478,3,2
479,5,6
480,0,6
481,2,7
482,8,2
483,0,2
484,2,2
485,7,0
486,5,1
487,7,1
488,4,7
489,6,3
490,6,1
491,2,9
492,6,3
493,0,4
494,4,2
495,3,2
496,9,1
497,7,7
498,2,4
499,9,1
# Edges: fromIndex, toIndex, edgeCost
Edges
0,7,4702
0,12,16060
0,13,8060
0,21,14184
0,24,4417
0,35,7929
0,41,9924
0,63,10572
0,69,7257
0,73,7328
0,75,5423
0,86,9685
0,91,8031
0,117,5308
0,126,5511
0,128,8662
0,135,9876
0,140,7513
0,149,1169
0,183,4355
0,199,9784
0,202,12511
