# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,9,7
1,0,6
2,6,8
3,2,9
4,3,0
5,0,2
6,7,5
7,9,9
8,6,1
9,5,4
10,1,7
11,6,1
12,3,9
13,9,0
14,0,2
15,0,6
16,2,5
17,7,0
18,7,2
19,7,1
20,1,7
21,4,9
22,5,9
23,6,9
24,6,5
25,4,3
26,8,6
27,3,9
28,3,5
29,5,9
30,8,1
31,7,4
32,6,5
33,0,5
34,7,3
35,5,9
36,6,9
37,5,1
38,2,8
39,8,9
40,2,3
41,1,3
42,9,9
43,4,3
44,1,7
45,0,8
46,0,2
47,8,4
48,8,8
49,9,4
50,0,7
51,6,6
52,3,3
53,2,6
54,0,6
55,4,3
56,0,3
57,7,0
58,6,3
59,1,5
60,2,6
61,9,8
62,6,8
63,5,5
64,0,2
65,5,0
66,3,0
67,7,1
68,0,5
69,2,2
70,4,2
71,3,3
72,5,5
73,8,8
74,0,4
75,2,1
76,6,8
77,0,3
78,5,6
79,9,7
80,2,5
81,0,5
82,0,2
83,2,7
84,9,1
85,4,6
86,1,9
87,1,7
88,8,7
89,4,6
90,1,2
91,7,4
92,7,5
93,0,0
94,6,8
95,1,7
96,6,4
97,6,1
98,9,4
99,7,7
100,1,5
101,0,7
102,5,0
103,7,4
104,6,3
105,1,6
106,3,8
107,9,6
108,1,7
109,3,9
110,7,7
111,1,3
112,6,1
113,8,8
114,2,9
115,2,4
116,7,5
117,1,6
118,4,3
119,1,2
120,6,4
121,6,6
122,4,2
123,7,1
124,5,6
125,2,0
126,8,6
127,0,6
128,5,1
129,9,0
130,6,0
131,3,3
132,5,5
133,8,4
134,4,1
135,1,0
136,4,4
137,3,7
138,1,4
139,9,5
140,2,9
141,5,6
142,9,6
143,5,7
144,9,4
145,7,8
146,0,4
147,0,7
148,3,6
149,9,3
150,4,2
151,7,8
152,3,5
153,0,7
154,0,3
155,5,7
156,2,2
157,8,9
158,4,2
159,5,0
160,8,2
161,6,4
162,2,2
163,0,3
164,0,8
165,2,4
166,4,9
167,2,3
168,3,7
169,4,0
170,8,3
171,8,9
172,2,7
173,8,8
174,5,8
175,7,4
176,4,7
177,4,7
178,4,4
179,7,0
180,2,0
181,8,4
182,6,5
183,1,9
184,0,1
185,2,2
186,1,3
187,9,9
188,4,5
189,2,0
190,0,0
191,3,3
192,0,4
193,6,9
194,5,9
195,3,9
196,5,1
197,6,2
198,9,0
199,4,1
# Edges: fromIndex, toIndex, edgeCost
Edges
0,6,3679
0,7,3624
0,8,7231
0,9,5018
0,10,8794
0,12,10347
0,15,11579
0,17,10406
0,21,7307
0,22,5832
0,24,5352
0,26,2593
0,32,4870
0,36,4733
0,43,8002
0,44,10109
0,46,14623
0,54,10907
0,56,10542
0,60,8244
0,61,1522
0,69,11280
0,70,8809
0,71,11249
0,72,6929
0,73,1991
0,75,10310
0,77,11101
0,78,5852
0,79,897
0,84,6145
0,88,1562
0,89,5763
0,92,4498
0,99,3021
0,100,9248
0,101,14150
0,105,8413
0,107,1225
0,112,9300
0,115,8576
0,119,11453
0,125,11116
0,140,8685
0,141,6318
0,142,1161
0,144,2990
0,146,12301
0,147,11073
0,152,9933
0,154,13210
0,157,2721
0,162,11364
0,166,7543
0,168,8235
0,170,4829
0,172,11534
0,173,2217
0,177,5448
0,181,3237
0,188,8666
0,190,12301
0,194,7043
1,9,6291
1,12,4792
1,15,1001
1,17,9943
1,18,11982
1,20,2037
1,24,5558
1,26,9215
1,33,726
1,34,6971
1,36,8577
1,38,4556
1,41,4170
1,44,1979
1,45,3177
1,48,10945
1,52,3385
1,53,2078
1,54,1642
1,60,1492
1,66,6512
1,69,3745
1,70,6529
1,71,4478
1,73,11900
1,75,5322
1,77,2932
1,78,4854
1,85,4785
1,87,1978
1,90,3416
1,91,10992
1,96,5943
1,100,1295
1,102,8876
1,105,877
1,109,4889
1,115,3022
1,116,6961
1,117,1100
1,121,5677
1,122,8841
1,126,9138
1,128,6645
1,131,6095
1,134,7403
1,138,1669
1,140,5301
1,143,4768
1,148,2992
1,155,7673
1,156,4251
1,158,5256
1,162,5510
1,165,2805
1,167,3857
1,169,7347
1,171,12395
1,172,2631
1,175,9810
1,178,6009
1,182,7872
1,184,5317
1,185,5757
1,186,3174
1,190,5747
1,191,5051
1,193,9884
1,196,9463
1,198,12552
2,10,5226
2,11,7778
2,13,10461
2,17,9635
2,23,1322
2,26,3361
2,34,5755
2,35,1618
2,38,4066
2,43,6893
2,50,7436
2,55,5235
2,59,6172
2,61,3738
2,70,7546
2,79,3541
2,80,5732
2,81,7788
2,89,3482
2,91,4662
2,95,5719
2,96,3733
2,99,2114
2,101,6687
2,105,5210
2,107,4978
2,108,5176
2,112,9372
2,114,3628
2,117,5255
2,118,7671
2,123,6988
2,125,9835
2,126,4098
2,129,10937
2,138,8470
2,141,2512
2,147,6795
2,151,1577
2,152,4765
2,154,8517
2,155,1315
2,156,9133
2,161,4290
2,162,8871
2,166,1765
2,168,4561
2,170,7960
2,172,6176
2,175,4301
2,178,6267
2,179,10078
2,182,3937
2,190,10744
2,191,5518
2,195,4539
2,196,7746
2,197,6563
3,6,6784
3,8,12518
3,13,12986
3,14,9943
3,15,6239
3,17,12681
3,18,8653
3,23,5329
3,24,6549
3,25,8136
3,28,5983
3,30,11955
3,33,4609
3,35,3265
3,36,4716
3,40,7180
3,42,6610
3,43,6673
3,52,6485
3,53,3750
3,60,3102
3,63,5295
3,65,15186
3,68,4518
3,71,5944
3,75,8315
3,79,7255
3,82,10382
3,83,1850
3,84,10914
3,87,3339
3,93,12251
3,94,3921
3,95,2382
3,99,6851
3,102,9889
3,108,3567
3,110,6528
3,111,7770
3,114,268
3,120,8515
3,129,14785
3,133,9974
