# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,3,0
1,9,5
2,9,3
3,3,2
4,1,4
5,8,4
6,0,3
7,8,5
8,4,7
9,2,2
10,4,0
11,6,6
12,9,2
13,2,2
14,5,4
15,6,6
16,0,4
17,7,7
18,1,7
19,0,3
20,2,0
21,9,8
22,6,2
23,6,6
24,6,9
25,4,5
26,5,3
27,6,6
28,0,3
29,6,9
30,6,9
31,6,8
32,8,8
33,7,6
34,9,4
35,1,1
36,1,1
37,2,4
38,5,5
39,7,7
40,8,8
41,9,6
42,0,3
43,2,8
44,0,9
45,2,5
46,9,3
47,7,2
48,4,5
49,2,5
50,3,8
51,7,5
52,6,0
53,6,6
54,7,5
55,6,8
56,0,2
57,7,5
58,8,2
59,0,4
60,6,5
61,9,0
62,9,1
63,8,8
64,1,9
65,7,5
66,1,8
67,0,9
68,1,8
69,8,2
70,7,9
71,3,8
72,4,7
73,9,4
74,8,4
75,5,0
76,3,3
77,1,8
78,7,9
79,4,4
80,3,8
81,9,9
82,8,9
83,1,5
84,4,0
85,2,9
86,0,5
87,5,8
88,2,5
89,6,9
90,6,8
91,1,0
92,6,7
93,4,7
94,5,0
95,0,7
96,4,5
97,0,3
98,9,7
99,9,9
100,0,8
101,8,7
102,9,1
103,9,0
104,3,2
105,8,1
106,7,9
107,3,2
108,5,2
109,7,3
110,1,1
111,1,9
112,4,9
113,6,3
114,4,9
115,7,4
116,7,5
117,6,5
118,5,2
119,8,3
120,2,6
121,6,1
122,2,0
123,8,6
124,1,4
125,0,3
126,2,0
127,2,2
128,4,1
129,6,2
130,1,2
131,9,4
132,7,4
133,1,0
134,4,6
135,7,6
136,7,5
137,6,7
138,6,0
139,6,3
140,0,2
141,8,0
142,0,1
143,4,8
144,1,4
145,9,2
146,3,3
147,9,4
148,8,8
149,0,5
150,8,3
151,0,1
152,9,2
153,4,5
154,8,7
155,8,6
156,5,1
157,8,5
158,8,0
159,7,4
160,5,8
161,7,2
162,4,0
163,9,6
164,7,9
165,7,5
166,4,7
167,1,8
168,3,6
169,6,8
170,2,5
171,3,2
172,9,2
173,2,1
174,2,6
175,3,6
176,4,9
177,4,0
178,0,4
179,8,8
180,7,5
181,8,0
182,9,1
183,5,3
184,1,3
185,6,9
186,5,6
187,4,7
188,6,0
189,5,0
190,1,7
191,5,4
192,5,4
193,3,1
194,7,8
195,9,3
196,3,5
197,5,7
198,4,5
199,7,4
200,5,3
201,9,7
202,5,6
203,3,8
204,6,5
205,2,8
206,3,0
207,2,2
208,1,8
209,3,4
210,3,5
211,7,7
212,6,1
213,6,3
214,9,1
215,0,0
216,1,5
217,4,3
218,6,4
219,9,5
220,6,5
221,1,0
222,7,2
223,4,4
224,4,6
225,5,1
226,0,3
227,4,5
228,5,5
229,8,8
230,7,0
231,9,1
232,0,1
233,4,6
234,2,1
235,5,6
236,3,2
237,6,6
238,2,0
239,2,9
240,4,6
241,0,3
242,5,2
243,6,5
244,1,0
245,2,3
