# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,2,5
1,3,6
2,1,3
3,3,2
4,6,0
5,1,5
6,6,1
7,9,1
8,8,7
9,3,9
10,2,4
11,9,2
12,8,6
13,4,4
14,9,0
15,9,8
16,4,4
17,9,3
18,8,4
19,5,1
20,7,2
21,3,0
22,2,1
23,8,9
24,8,7
25,5,0
26,8,8
27,4,2
28,1,9
29,4,3
30,5,8
31,2,5
32,8,7
33,6,9
34,5,9
35,2,4
36,1,2
37,1,3
38,3,9
39,7,9
40,5,2
41,0,8
42,3,9
43,1,6
44,7,8
45,6,9
46,2,8
47,6,9
48,7,1
49,9,4
50,5,6
51,1,7
52,2,5
53,4,6
54,5,8
55,5,3
56,8,4
57,3,0
58,6,6
59,5,4
60,6,5
61,3,9
62,3,6
63,8,9
64,9,8
65,4,9
66,6,0
67,0,3
68,2,8
69,0,7
70,3,7
71,4,7
72,1,8
73,1,3
74,4,6
75,0,6
76,2,0
77,8,2
78,5,2
79,0,7
80,9,3
81,9,0
82,9,4
83,7,7
84,7,5
85,5,9
86,0,2
87,5,2
88,0,0
89,6,5
90,5,2
91,7,2
92,7,3
93,1,6
94,5,6
95,1,4
96,8,4
97,1,5
98,2,8
99,7,5
# Edges: fromIndex, toIndex, edgeCost
Edges
0,4,6833
0,5,1284
0,10,868
0,12,6207
0,15,7662
0,18,9668
0,20,8755
0,26,8600
0,36,4000
0,47,6548
0,48,7517
0,54,6430
0,57,5107
0,60,4689
0,63,7995
0,64,8219
0,66,7180
0,78,6258
0,82,7316
0,92,8207
1,3,4501
1,6,6398
1,11,7256
1,14,8788
1,16,3155
1,19,5571
1,24,6019
1,25,6145
1,26,5578
1,28,5521
1,32,7874
1,37,4103
1,38,2822
1,42,4308
1,45,6200
1,57,6751
1,64,5852
1,67,5611
1,68,2601
1,70,1417
1,84,3869
1,94,1971
2,4,6191
2,19,4175
2,25,5342
2,34,6885
2,36,1437
2,38,6575
2,41,5739
2,49,9598
2,52,2458
2,53,3606
2,75,3080
2,83,7047
2,89,6117
2,91,5791
2,97,2348
3,5,5070
3,8,8823
3,10,3347
3,13,2280
3,18,6629
3,19,2989
3,20,4854
3,21,1850
3,22,1736
3,38,8664
3,39,8534
3,44,7180
3,55,2728
3,56,6962
3,60,5675
3,62,4865
3,63,9226
3,65,8765
3,67,4298
3,68,6789
3,74,4870
3,76,2977
3,77,7577
3,99,4977
4,12,6476
4,15,11073
4,21,4250
4,23,12797
4,32,8869
4,33,10064
4,34,10636
4,37,8438
4,45,10556
4,51,9201
4,63,10360
4,66,280
4,68,9954
4,70,7831
4,71,7944
4,88,7823
4,90,4160
4,92,4645
4,94,8140
5,7,10500
5,8,7194
5,20,10422
5,29,5591
5,31,1968
5,42,4591
5,46,3516
5,49,11729
5,57,7901
5,65,6564
5,72,4691
5,82,8067
5,84,6666
5,90,6752
5,91,6446
5,95,1225
6,8,7205
6,12,7165
6,14,4460
6,18,5519
6,23,12181
6,34,10791
6,41,14309
6,45,11398
6,47,8261
6,52,8754
6,56,5373
6,66,807
6,67,9787
6,68,9253
6,74,7791
6,89,5481
7,13,5605
7,15,9550
7,16,8088
7,17,2791
7,20,2175
7,25,4157
7,26,10686
7,38,11255
7,44,7079
7,49,2992
7,50,9081
7,62,8766
7,90,4640
7,91,2801
7,94,9354
8,17,5104
8,18,3043
8,34,5041
8,35,6474
8,39,2893
8,40,5894
8,53,4359
8,54,2947
8,61,7011
8,62,6256
8,68,7781
8,80,3977
8,81,7536
8,82,3615
8,84,2964
8,88,13096
8,90,7245
8,98,7637
9,14,14126
9,21,8487
9,30,2625
9,32,5706
9,33,2752
9,46,1317
9,61,468
9,64,5953
9,69,3367
9,70,2216
9,75,5312
9,77,8759
9,85,3100
9,89,5572
10,16,2162
10,19,6258
10,23,7956
10,29,3574
10,35,955
10,48,7066
10,51,4477
10,54,7237
10,60,4763
10,64,9215
10,65,5302
10,70,2851
10,73,1263
10,76,5237
10,80,10273
10,88,4891
10,92,8041
10,95,585
10,98,3672
10,99,6293
11,13,5834
11,29,5804
11,33,9720
11,38,11757
11,59,4848
11,66,5261
11,69,13039
11,74,6211
11,78,4193
11,84,4921
11,88,9737
11,91,3673
11,92,2722
12,13,4629
12,14,7976
12,23,3118
12,26,2735
12,39,4038
12,41,9155
12,46,6941
12,47,3523
12,54,3399
12,56,1697
12,59,5869
12,65,6810
12,67,8720
12,68,6365
12,72,9983
12,78,5954
12,82,3627
12,84,1511
12,87,6117
12,94,3130
12,95,9349
12,99,1855
13,15,6242
13,21,3788
13,25,5589
13,29,1188
13,31,2846
13,33,6906
13,36,5806
13,39,9106
13,40,1849
13,48,4752
13,49,5273
13,52,2415
13,53,1909
13,57,6114
13,61,7416
13,62,2019
13,70,4835
13,75,5646
13,76,5598
13,82,5776
13,83,5635
13,90,1733
13,97,2930
14,19,6695
14,25,5932
14,26,12750
14,27,5911
14,30,10488
14,33,14214
14,37,12363
14,41,15810
14,43,10195
14,53,7805
14,57,7508
14,59,6111
14,68,11779
14,70,14162
14,72,16126
14,73,11886
14,77,3587
14,78,5324
14,81,792
14,82,3946
14,95,12626
15,16,8048
15,19,10760
15,24,1807
15,27,8654
15,36,10355
15,37,9437
15,43,9064
15,47,2336
15,48,8193
15,51,11211
15,52,7815
15,64,845
15,76,15492
15,77,8497
15,78,7909
15,85,3428
15,86,12023
15,95,8477
16,17,6346
16,22,4431
16,25,4359
16,49,5598
16,52,2412
16,56,4598
16,57,6098
16,58,3389
16,59,1274
16,60,2796
16,62,2387
16,65,8008
16,67,5288
16,79,5173
16,80,7199
16,82,5290
16,90,1584
17,23,6119
17,34,7035
17,40,5720
17,41,11198
17,52,9082
17,61,12062
17,75,13518
17,79,11628
17,81,3592
17,89,4759
17,90,4294
17,93,8150
17,94,5279
17,99,4043
18,21,6720
18,23,6116
18,26,5955
18,27,5288
18,28,9368
18,36,11729
18,40,4378
18,41,12165
18,49,907
18,52,8170
18,56,708
18,58,3256
18,61,7748
18,66,7011
18,68,11035
18,86,13163
18,88,9692
19,24,10426
19,38,9075
19,42,8884
19,45,9071
19,46,10545
19,50,6613
19,53,6204
19,55,2657
19,59,2939
19,60,4382
19,64,11479
19,69,11130
19,72,11816
19,75,9709
19,79,9169
19,88,5168
20,22,7710
20,24,5258
20,25,2522
20,32,6530
20,33,10731
20,36,9070
20,37,9786
20,38,8795
20,39,8029
20,40,2837
20,43,10289
20,44,7287
20,46,10152
20,48,1156
20,54,10273
20,71,6665
20,73,9232
20,78,2162
20,83,6319
20,84,4568
20,85,7429
20,86,10635
20,88,10928
20,93,9659
20,94,6855
21,23,13738
21,29,3327
21,34,8807
21,41,8642
21,42,11881
21,44,9717
21,46,8016
21,49,9297
21,50,7776
21,52,7094
21,53,5354
21,63,12541
21,68,8425
21,73,4967
21,75,7972
21,76,1381
21,84,6867
21,89,8541
21,98,9784
22,27,2095
22,29,3705
22,32,11702
22,37,2318
22,38,10450
22,39,13100
22,40,2975
22,41,8789
22,49,9814
22,50,7250
22,52,6079
22,55,3864
22,61,12498
22,62,5522
22,63,11064
22,65,12154
22,82,7710
22,90,3908
22,93,7260
22,97,6276
23,31,7052
23,39,703
23,49,6147
23,50,4966
23,53,7627
23,54,2947
23,59,7961
23,60,7115
23,61,6614
23,63,180
23,70,6632
23,72,9848
23,73,10444
23,90,10815
23,94,4246
23,96,4828
23,98,5929
24,26,2717
24,29,8608
24,31,8314
24,39,3028
24,43,7690
24,50,4883
24,60,3263
24,64,1128
24,69,9279
24,76,11106
24,80,5167
24,82,4214
24,92,4727
24,94,4850
24,95,7742
24,98,8399
25,28,9485
25,32,7656
25,37,5414
25,39,11319
25,41,9694
25,42,10048
25,45,10101
25,48,1566
25,56,6856
25,57,3197
25,63,10396
25,68,12207
25,69,10257
25,80,6036
25,82,6616
25,95,7287
25,99,5728
26,27,9184
26,29,8455
26,31,9145
26,34,4203
26,46,6692
26,48,9254
26,53,5461
26,61,4857
26,63,510
26,64,1379
26,67,9654
26,69,7871
26,70,5534
26,71,4814
26,74,4453
26,76,14746
