# All lines that begin with # are a comment
# Vertices: Index, SquareX, SquareY
Vertices
0,9,6
1,6,9
2,0,9
3,1,5
4,0,2
5,4,8
6,4,4
7,2,7
8,3,0
9,1,9
10,8,4
11,0,4
12,4,2
13,6,4
14,9,7
15,2,1
16,0,6
17,9,7
18,4,3
19,1,4
20,7,8
21,2,2
22,4,1
23,8,0
24,3,4
25,0,3
26,4,2
27,1,0
28,8,1
29,2,9
30,2,9
31,0,3
32,6,5
33,7,3
34,1,9
35,6,3
36,3,0
37,4,0
38,2,4
39,0,1
40,9,2
41,2,5
42,4,8
43,6,9
44,6,6
45,1,5
46,7,6
47,0,1
48,6,4
49,1,0
50,6,3
51,5,5
52,2,1
53,9,6
54,5,6
55,2,1
56,4,3
57,7,9
58,2,6
59,9,7
60,9,2
61,1,8
62,1,7
63,0,8
64,7,7
65,5,6
66,7,0
67,5,7
68,8,5
69,9,7
70,1,2
71,9,4
72,6,2
73,2,2
74,1,2
75,8,1
76,6,9
77,7,6
78,6,3
79,4,5
80,4,8
81,0,9
82,6,2
83,9,6
84,7,4
85,1,8
86,3,7
87,7,2
88,7,0
89,2,3
90,5,5
91,1,7
92,8,4
93,5,4
94,6,3
95,0,0
96,2,5
97,8,4
98,0,3
99,0,8
100,0,5
101,6,7
102,6,1
103,1,4
104,0,6
105,6,6
106,0,2
107,1,1
108,2,7
109,6,8
110,9,7
111,7,1
112,3,3
113,8,2
114,2,2
115,8,8
116,5,6
117,1,6
118,1,1
119,3,0
120,9,1
121,1,7
122,0,1
123,3,8
124,5,0
125,4,1
126,4,4
127,3,8
128,6,3
129,8,5
130,7,3
131,2,9
132,9,0
133,8,8
134,4,9
135,7,7
136,4,0
137,4,8
138,7,2
139,6,1
140,2,8
141,3,8
142,4,7
143,5,0
144,8,7
145,3,1
146,7,7
147,3,7
148,5,9
149,2,8
150,5,0
151,0,9
152,1,6
153,0,5
154,1,4
155,4,0
156,0,6
157,5,4
158,3,3
159,4,7
160,9,2
161,6,1
162,4,3
163,7,8
164,7,2
165,7,0
166,0,1
167,4,2
168,5,6
169,3,2
170,6,7
171,8,7
172,6,3
173,3,9
174,4,9
175,0,9
176,7,5
177,9,9
178,9,9
179,2,2
180,8,6
181,1,9
182,6,9
183,1,4
184,3,5
185,2,0
186,3,8
187,8,4
188,5,9
189,2,5
190,1,4
191,1,6
192,6,7
193,7,8
194,6,5
195,2,3
196,5,6
197,8,1
198,6,2
199,2,4
# Edges: fromIndex, toIndex, edgeCost
Edges
0,1,4710
0,11,10243
0,20,2596
0,27,15939
0,28,5791
0,36,12876
0,40,4145
0,57,4895
0,59,929
0,66,9870
0,73,11671
0,76,3705
0,82,7318
0,91,10128
0,95,11969
0,103,8360
0,116,4719
0,141,6655
0,160,4760
0,164,4819
0,175,9983
0,181,9356
0,182,5957
0,193,2464
1,5,2974
1,10,4837
1,13,4303
1,22,12382
1,31,8288
1,55,10895
1,59,3723
1,63,7749
1,69,4736
1,98,11645
1,101,1473
1,110,3548
1,111,9695
1,137,2987
1,138,9678
1,141,3807
1,153,7276
1,160,7980
2,22,11136
2,32,8633
2,39,8881
2,51,6413
2,56,6671
2,89,5966
2,109,9885
2,125,10835
2,139,10348
2,141,3909
2,146,11402
2,152,4937
2,154,6528
2,157,7841
2,159,6887
2,171,10332
2,174,6657
2,196,8213
2,198,10407
2,199,7976
3,5,5131
3,31,1736
3,32,6220
3,34,5695
3,36,8271
3,45,675
3,49,7085
3,63,3195
3,78,5717
3,90,4735
3,94,5743
3,100,1551
3,108,3055
3,117,929
3,136,6967
3,139,7995
3,144,10580
3,151,5141
3,167,5588
3,168,4824
3,186,3657
3,195,2606
3,196,5578
4,14,13195
4,52,3437
4,91,6326
4,95,1853
4,96,5474
4,98,1433
4,107,1639
4,108,6712
4,112,4637
4,119,4325
4,125,4711
4,128,6826
4,130,8473
4,131,9975
4,141,6954
4,147,8930
4,163,10156
4,164,8505
4,169,4432
4,170,11570
4,171,15806
4,180,13328
4,184,5379
4,196,8066
5,17,6543
5,34,3818
5,36,9601
5,46,4294
5,47,10195
5,57,3016
5,61,4806
5,62,4756
5,72,6691
5,76,3229
5,94,5899
5,96,5973
5,99,5270
5,113,7945
5,116,2956
5,121,5017
5,126,5929
5,133,4842
5,158,7522
5,196,3270
6,30,6319
6,43,5820
6,47,4498
6,59,6591
6,66,6373
6,88,5199
6,95,6039
6,100,4194
6,122,6596
6,123,6351
6,124,4876
6,136,3873
6,144,7503
6,148,7803
6,162,2044
6,170,4994
6,185,4957
6,191,3056
7,19,3814
7,42,2107
7,60,9422
7,67,3586
7,69,8191
7,70,7275
7,79,2754
7,86,440
7,125,6892
7,137,3204
7,168,2805
7,178,8440
7,181,2881
7,183,5227
7,197,9332
8,10,8497
8,14,9011
8,22,1289
8,25,5564
8,28,5978
8,55,2160
8,59,11526
8,65,8395
8,77,7333
8,81,11415
8,86,9916
8,91,8412
8,93,5010
8,96,5226
8,99,10087
8,106,5912
8,107,2955
8,120,6809
8,127,10033
8,128,5366
8,133,9583
8,148,10830
8,155,725
8,169,3017
9,13,6608
9,17,9551
9,33,11078
9,39,9447
9,53,11729
9,79,5295
9,82,10401
9,93,5663
9,129,10919
9,141,2135
9,147,3079
9,170,5419
9,187,8754
10,16,9610
10,35,3336
10,46,2915
10,47,11660
10,55,9321
10,58,7063
10,68,950
10,88,6479
10,101,3986
10,102,4075
10,103,6832
10,112,7267
10,114,9124
10,115,3516
10,120,4493
10,122,9240
10,125,7271
10,136,7738
10,137,5635
10,143,6995
10,155,7593
10,159,5798
10,161,3805
10,162,6325
10,176,1385
10,178,6427
10,188,7734
10,191,9203
10,193,4683
11,12,7330
11,28,12685
11,36,8633
11,59,10573
11,66,8179
11,83,9406
11,85,4173
11,89,2366
11,99,5568
11,103,1842
11,118,4671
11,134,9188
11,145,6157
11,167,6324
11,168,8202
11,170,7105
11,182,9812
11,192,6942
12,23,3965
12,29,8344
12,33,3140
12,34,10562
12,49,5639
12,54,5470
12,60,4822
12,69,9961
12,70,4111
12,78,1797
12,80,7490
12,96,4032
12,104,6769
12,125,995
12,127,6417
12,138,2826
12,155,2637
12,163,6676
12,165,3164
12,170,6176
13,17,5969
13,26,3854
13,59,4755
13,60,5136
13,62,8486
13,63,9282
13,68,2929
13,88,5795
13,94,1648
13,99,7673
13,112,4294
13,150,6361
13,166,8902
13,176,1819
13,184,3150
14,17,981
14,18,8585
14,28,6289
14,42,5703
14,44,2527
14,55,9964
14,57,3336
14,80,5873
14,82,6777
14,83,1111
14,90,4297
14,103,9387
14,104,8878
14,114,10598
14,148,5579
14,161,7186
14,163,2826
14,169,7324
14,179,9293
14,187,3203
14,193,2075
14,194,3246
15,16,5390
15,18,4285
15,23,6174
15,35,6594
15,36,2310
15,42,9211
15,47,2183
15,56,4104
15,88,4979
15,95,3041
15,103,3108
15,107,1798
15,121,7824
15,130,5447
15,139,5148
15,142,6923
15,160,8981
15,163,12166
15,170,6922
15,177,12407
15,188,10011
16,23,10257
16,41,3829
16,57,7499
16,71,13596
16,82,8017
16,89,4867
16,94,6709
16,97,12273
16,106,4973
16,115,8786
16,137,5121
16,146,7866
16,173,5398
17,27,17418
17,49,14150
17,56,7828
17,65,6194
17,71,3456
17,74,11241
17,77,3549
17,103,10779
17,104,12487
17,113,7751
17,123,7380
17,137,7643
17,153,14503
17,165,7289
17,169,8000
17,182,6418
17,186,6177
17,187,3946
17,193,2569
17,195,10275
18,20,7697
18,45,6928
18,48,1994
18,49,7038
18,54,5533
18,55,3985
18,63,10560
18,70,3059
18,74,5287
18,86,5853
18,112,1098
18,113,5789
18,146,5196
18,169,1931
18,188,7636
18,191,4509
19,30,6746
19,44,8214
19,58,2242
19,63,5494
19,66,9661
19,72,6012
19,97,8241
19,124,8708
19,139,6369
19,142,4462
19,143,5250
19,144,10809
19,154,723
19,158,2138
19,159,6158
19,195,1550
20,25,10216
20,54,4393
20,70,9049
20,84,5809
20,86,7311
20,96,7015
20,117,8027
20,118,10784
20,156,8036
20,159,4938
20,174,3315
20,186,4092
21,34,9300
21,83,10299
21,85,5694
21,87,7393
21,94,3918
21,104,4353
21,108,6936
21,121,5373
21,139,5394
21,147,5246
21,159,5149
21,171,9209
21,190,2856
21,194,6326
22,26,1409
22,33,5137
22,35,3634
22,39,5203
22,49,3847
22,50,3717
22,102,1735
22,104,6669
22,110,8975
22,120,6902
22,128,3586
22,133,8315
22,143,917
22,144,8195
22,153,5835
22,192,9932
23,30,15852
23,36,5776
23,46,9400
23,48,5215
23,81,17025
